source_id,publisher,source_title,source_type,source_url,market,publication_date,retrieved_at,authority_class,source_status,notes,source_url_canonical,source_version_label,source_observed_at,source_content_hash,source_snapshot_ref
SRC-000011,Renault Türkiye,Yeni Renault Clio — Teknik Özellikler,OFFICIAL_TECH_SPEC,https://www.renault.com.tr/hybrid-araclar/yeni-clio/teknik-bilgiler.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,TCe EDC 115 evolution plus technical/equipment page.,https://www.renault.com.tr/hybrid-araclar/yeni-clio/teknik-bilgiler.html,observed 2026-08-14,46248,c6a7a4fc6ad7db376167bf12ba308f8e6a789ac8b984c079774456220fc7d6c7,data/cars/vehicle_evidence/source_snapshots/SRC-000011/2026-08-14/source.html
SRC-000012,Fiat Türkiye,"Fiat Egea Sedan — Model, Versiyonlar ve Teknik Özellikler",OFFICIAL_TECH_SPEC,https://www.fiat.com.tr/modeller/egea/sedan,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,"Engine, dimensions and trim equipment.",https://www.fiat.com.tr/modeller/egea/sedan,observed 2026-08-14,46248,54ca138de6dd631c211e9df224e17186601ac801b9617d12bc4bc4374ab78782,data/cars/vehicle_evidence/source_snapshots/SRC-000012/2026-08-14/source.html
SRC-000013,Toyota Türkiye,Corolla Teknik ve Donanım Özellikleri — 01/2026,OFFICIAL_BROCHURE,https://www.toyota.com.tr/content/dam/toyota/nmsc/turkey/cars/e-brosur/corolla/Corolla-Teknik-ve-Donanim-Ozellikleri-01-2026.pdf,TR,46023,46248,A1_OFFICIAL_MARKET,ACTIVE,Official Jan 2026 Corolla brochure.,https://www.toyota.com.tr/content/dam/toyota/nmsc/turkey/cars/e-brosur/corolla/Corolla-Teknik-ve-Donanim-Ozellikleri-01-2026.pdf,published-46023,46248,4cd4cd1e78a05a1712776565aa1ac652eb72102d1e11541d747e7acaadf67ad3,data/cars/vehicle_evidence/source_snapshots/SRC-000013/2026-08-14/source.pdf
SRC-000015,BYD Türkiye,SEAL U DM-i Teknik Broşür — Mart 2026,OFFICIAL_BROCHURE,https://bydauto.mncdn.com/storage/pdf/byd-sealudmi-teknik-brosur-mart-2026.pdf,TR,46092,46248,A1_OFFICIAL_MARKET,ACTIVE,Official detailed technical/equipment brochure.,https://bydauto.mncdn.com/storage/pdf/byd-sealudmi-teknik-brosur-mart-2026.pdf,published-46092,46248,60068cbdde49cf70ce8fba13ce819351da7fa300eb5c0116c2023a4d29cb2468,data/cars/vehicle_evidence/source_snapshots/SRC-000015/2026-08-14/source.pdf
SRC-000016,Kia Türkiye,EV3 — Özellikler,OFFICIAL_WEB,https://www.kia.com/tr/modeller/ev3/ozellikler.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,Current EV3 trims and equipment hierarchy.,https://www.kia.com/tr/modeller/ev3/ozellikler.html,observed 2026-08-14,46248,11c1ac3d13ce3a42cdee19c8c49cbee20c58f0d2710b090549d774dcbdabd611,data/cars/vehicle_evidence/source_snapshots/SRC-000016/2026-08-14/source.html
SRC-000017,Kia Türkiye,EV3 — Teknik Özellikler,OFFICIAL_TECH_SPEC,https://www.kia.com/tr/modeller/ev3/teknik-ozellikler.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,"Dimensions, battery, range, consumption, cargo.",https://www.kia.com/tr/modeller/ev3/teknik-ozellikler.html,observed 2026-08-14,46248,52a9d6ea15ecbd478b7e9484eab837851bb1525582315b3ab06e923a7365e62e,data/cars/vehicle_evidence/source_snapshots/SRC-000017/2026-08-14/source.html
SRC-000019,Togg,T10X Media Center — Technical Specifications,OFFICIAL_TECH_SPEC,https://mediacenter.togg.com.tr/t10x,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,Current V2 figures.,https://mediacenter.togg.com.tr/t10x,observed 2026-08-14,46248,963b5d5890131b68cde1bb0505f03da7fc24f820a2098cffead3d378efd1a142,data/cars/vehicle_evidence/source_snapshots/SRC-000019/2026-08-14/source.html
SRC-000020,Dacia Türkiye,Yeni Sandero Stepway — Karşılaştırma,OFFICIAL_TECH_SPEC,https://www.dacia.com.tr/modeller/yeni-sandero-stepway-bi1-ph2/karsilastirma.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,Expression Eco-G 120 auto technical details.,https://www.dacia.com.tr/modeller/yeni-sandero-stepway-bi1-ph2/karsilastirma.html,observed 2026-08-14,46248,cd57696d718a09136406a776fe4a2b6de89eb4de3a85b0c4d1267633f9b3e911,data/cars/vehicle_evidence/source_snapshots/SRC-000020/2026-08-14/source.html
SRC-000021,Dacia Türkiye,Yeni Sandero Stepway — Konfigüratör,OFFICIAL_WEB,https://www.dacia.com.tr/modeller/yeni-sandero-stepway-bi1-ph2/konfigurator-yeni.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,Expression equipment list.,https://www.dacia.com.tr/modeller/yeni-sandero-stepway-bi1-ph2/konfigurator-yeni.html,observed 2026-08-14,46248,20b46da91269b77aef0f77d7d9edce740644ee431f2883760eb30d2c484b2d7e,data/cars/vehicle_evidence/source_snapshots/SRC-000021/2026-08-14/source.html
SRC-000022,Fiat Türkiye,Egea Sedan 2026 Model Yılı Fiyat Listesi,OFFICIAL_PRICE_LIST,https://www.fiat.com.tr/otomobil-fiyat-listesi,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,Current 2026 price list identifies Easy 1.6 Manual Diesel; used to resolve pilot to exact manual configuration.,https://www.fiat.com.tr/otomobil-fiyat-listesi,observed 2026-08-14,46248,b3f8105dc39d440338b48ee532b3c5461351a52e670ea694f987cf743cbd3aa2,data/cars/vehicle_evidence/source_snapshots/SRC-000022/2026-08-14/source.pdf
SRC-000023,Togg,T10X Fiyat Listesi,OFFICIAL_PRICE_LIST,https://www.togg.com.tr/price-list,TR,46188,46248,A1_OFFICIAL_MARKET,ACTIVE,Lists V2 RWD Uzun Menzil as a current T10X version.,https://www.togg.com.tr/price-list,published-46188,46248,026b2ee7a76d05345a17cad524f1a885e42a5f06b215db0137ae10d8b9794396,data/cars/vehicle_evidence/source_snapshots/SRC-000023/2026-08-14/source.html
SRC-000024,Togg,T10X ADAS Bilgilendirme,OFFICIAL_WEB,https://www.togg.com.tr/adas-info,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,ACC standard on all T10X produced April 2025 onward; some functions temporarily deactivated.,https://www.togg.com.tr/adas-info,observed 2026-08-14,46248,06d5068a1aec7488b2a5692fad24d23245095deaf3e1e1d5d81d891049da9efb,data/cars/vehicle_evidence/source_snapshots/SRC-000024/2026-08-14/source.html
SRC-000025,Dacia Türkiye,Yeni Sandero Stepway — Boyutlar,OFFICIAL_TECH_SPEC,https://www.dacia.com.tr/modeller/yeni-sandero-stepway-bi1-ph2/boyutlar.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,Official cargo-volume table: 328 dm3 VDA / 410 L minimum; 1108 dm3 VDA / 1455 L maximum.,https://www.dacia.com.tr/modeller/yeni-sandero-stepway-bi1-ph2/boyutlar.html,observed 2026-08-14,46248,e53001640d8fafc064210ea0a46ad1c2665cdf51d2a0cbc242dac75b043494a5,data/cars/vehicle_evidence/source_snapshots/SRC-000025/2026-08-14/source.html
SRC-000026,Hyundai Türkiye,Hyundai i20 Türkiye dijital broşürü,OFFICIAL_BROCHURE,https://www.hyundai.com/content/dam/hyundai/downloads/tr/tr/brosurler/i20-dijital-brosur.pdf,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.hyundai.com/content/dam/hyundai/downloads/tr/tr/brosurler/i20-dijital-brosur.pdf,observed 2026-08-14,46248,f05136b7af94477fdb681767d0614ae2222e2923295eab0940982a2db4a700b7,data/cars/vehicle_evidence/source_snapshots/SRC-000026/2026-08-14/source.pdf
SRC-000027,Honda Türkiye,Honda Türkiye otomobil modelleri ve konfigürasyonları,OFFICIAL_WEB,https://www.honda.com.tr/otomobil,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.honda.com.tr/otomobil,observed 2026-08-14,46248,4d41de86fa59e11583fbf666a6c0d3d1e531300ef4117e8834fe849e372613f8,data/cars/vehicle_evidence/source_snapshots/SRC-000027/2026-08-14/source.html
SRC-000028,Nissan Türkiye,Nissan Qashqai Türkiye broşürü,OFFICIAL_BROCHURE,https://www.nissan.com.tr/content/dam/Nissan/turkey/brochures/NISSAN_QASHQAI_BROSUR_260211_WEB.pdf,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence. Snapshot unavailable: fetch failed.,https://www.nissan.com.tr/content/dam/Nissan/turkey/brochures/NISSAN_QASHQAI_BROSUR_260211_WEB.pdf,observed 2026-08-14,46248,,SNAPSHOT_UNAVAILABLE
SRC-000029,Škoda Türkiye,Škoda Octavia Türkiye model ve teknik bilgiler,OFFICIAL_WEB,https://www.skoda.com.tr/modeller/octavia,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.skoda.com.tr/modeller/octavia,observed 2026-08-14,46248,dbdc39654c4559aaae592a1d715f6927b1576d182f3cc351fd629c52bdda4376,data/cars/vehicle_evidence/source_snapshots/SRC-000029/2026-08-14/source.html
SRC-000030,Dacia Türkiye,Dacia Jogger Türkiye karşılaştırma,OFFICIAL_WEB,https://www.dacia.com.tr/modeller/yeni-jogger/karsilastirma.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.dacia.com.tr/modeller/yeni-jogger/karsilastirma.html,observed 2026-08-14,46248,54d24b61377ea9c58d44a80ecf707b0f862e65d0601a9be2c2da27acabd7aba1,data/cars/vehicle_evidence/source_snapshots/SRC-000030/2026-08-14/source.html
SRC-000031,Renault Türkiye,Renault Austral Türkiye modeller ve versiyonlar,OFFICIAL_WEB,https://www.renault.com.tr/hybrid-araclar/renault-austral-2025/modeller-versiyonlar.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.renault.com.tr/hybrid-araclar/renault-austral-2025/modeller-versiyonlar.html,observed 2026-08-14,46248,7a8d4836930329c29960c774facaaa8cee6937ce08625e187bcae36078b6ca9b,data/cars/vehicle_evidence/source_snapshots/SRC-000031/2026-08-14/source.html
SRC-000032,Toyota Türkiye,Toyota C-HR Hybrid Haziran 2026 teknik ve donanım tablosu,OFFICIAL_BROCHURE,https://www.toyota.com.tr/content/dam/toyota/nmsc/turkey/cars/e-brosur/toyota-c-hr/TOYOTA_CHR_Teknik_Ozellikler-2026-06.pdf,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence. Snapshot unavailable: fetch failed.,https://www.toyota.com.tr/content/dam/toyota/nmsc/turkey/cars/e-brosur/toyota-c-hr/TOYOTA_CHR_Teknik_Ozellikler-2026-06.pdf,observed 2026-08-14,46248,,SNAPSHOT_UNAVAILABLE
SRC-000033,Honda Türkiye,Honda Türkiye model karşılaştırma,OFFICIAL_WEB,https://www.honda.com.tr/otomobil/yeni-bir-honda/honda-model-karsilastirma,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.honda.com.tr/otomobil/yeni-bir-honda/honda-model-karsilastirma,observed 2026-08-14,46248,a4f930936095a5faf174dedce6817d2b368c4a5a7c35c658bbbbdf471fcc92af,data/cars/vehicle_evidence/source_snapshots/SRC-000033/2026-08-14/source.html
SRC-000034,Subaru Türkiye,Subaru Crosstrek Türkiye teknik föyü,OFFICIAL_BROCHURE,https://subaru.com.tr/documents/SUBARU_CROSSTREK_TeknikFoy.pdf,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://subaru.com.tr/documents/SUBARU_CROSSTREK_TeknikFoy.pdf,observed 2026-08-14,46248,e70ef46a54a79b38195cbbc4ff34361253312e01e33dd2435f000f642ec6cf5a,data/cars/vehicle_evidence/source_snapshots/SRC-000034/2026-08-14/source.pdf
SRC-000035,CUPRA Türkiye,CUPRA Formentor Türkiye Kasım 2025 katalogu,OFFICIAL_BROCHURE,https://fs.cupraofficial.com.tr/assets/pdfs/Formentor/CUPRA%20FORMENTOR%20MODEL%20KATALOGU-KASIM%202025.pdf,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://fs.cupraofficial.com.tr/assets/pdfs/Formentor/CUPRA%20FORMENTOR%20MODEL%20KATALOGU-KASIM%202025.pdf,observed 2026-08-14,46248,7ebd166cfffce6cddae6e9f515248994c71bc0f3d845916c9cad762ca4fc84ad,data/cars/vehicle_evidence/source_snapshots/SRC-000035/2026-08-14/source.pdf
SRC-000036,MG Türkiye,MG HS Hybrid+ Türkiye ürün ve teknik özellikler,OFFICIAL_WEB,https://www.mg-turkey.com/tr/hs-hybrid.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.mg-turkey.com/tr/hs-hybrid.html,observed 2026-08-14,46248,8ae48b1ff01abca841e5c28794edd2f32a86a510f98dd9d52a70ca9bdb4ac8c8,data/cars/vehicle_evidence/source_snapshots/SRC-000036/2026-08-14/source.html
SRC-000037,Škoda Türkiye,Škoda Elroq Türkiye model ve teknik bilgiler,OFFICIAL_WEB,https://www.skoda.com.tr/modeller/elroq,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.skoda.com.tr/modeller/elroq,observed 2026-08-14,46248,ad4197aecae873653e2d9a43593e32268b675d6c0fe842da488eb98de5514e55,data/cars/vehicle_evidence/source_snapshots/SRC-000037/2026-08-14/source.html
SRC-000038,Škoda Türkiye,Škoda Türkiye araç karşılaştırma,OFFICIAL_WEB,https://www.skoda.com.tr/arac-karsilastirma,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.skoda.com.tr/arac-karsilastirma,observed 2026-08-14,46248,a2c837e02167f05d97c24b37ac313dd81d51111f2fb5b3c69b49a39aa7770401,data/cars/vehicle_evidence/source_snapshots/SRC-000038/2026-08-14/source.html
SRC-000039,Subaru Türkiye,Subaru Türkiye güncel model gamı,OFFICIAL_WEB,https://subaru.com.tr/,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://subaru.com.tr/,observed 2026-08-14,46248,b1b04441c3e9168e316d8fc0214306d8c8e859e2d536f87b826d557ad68341a3,data/cars/vehicle_evidence/source_snapshots/SRC-000039/2026-08-14/source.html
SRC-000040,Škoda Türkiye,Škoda Scala Türkiye model ve teknik bilgiler,OFFICIAL_WEB,https://www.skoda.com.tr/modeller/scala,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,SCALE_BATCH_01 availability/identity/P0 evidence.,https://www.skoda.com.tr/modeller/scala,observed 2026-08-14,46248,f1f6971ab506a7ca5e926f680aae291261d8c96c3ce9f073c3b209cbceecdfe7,data/cars/vehicle_evidence/source_snapshots/SRC-000040/2026-08-14/source.html
SRC-000041,Dacia Türkiye,Yeni Jogger Türkiye konfigüratörü,OFFICIAL_WEB,https://www.dacia.com.tr/modeller/yeni-jogger/konfigurator-yeni.html,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,"POST_BATCH01_HARDENING closure attempt: current Extreme trim and available powertrain choices; rendered default remains TCe 110, so Eco-G 120 auto model-year linkage is not promoted.",https://www.dacia.com.tr/modeller/yeni-jogger/konfigurator-yeni.html,observed 2026-08-14,46248,f0f21ffecd8db4fed17613d40c3895b3d8183d1f01f7849e23acf26fd7607ce3,data/cars/vehicle_evidence/source_snapshots/SRC-000041/2026-08-14/source.html
SRC-000042,Subaru Türkiye,Yeni Forester Donanım ve Teknik Özellikler Föyü,OFFICIAL_TECH_SPEC,https://www.subaru.com.tr/documents/25S_FOR_EC_4syf_tr_181124-teknik-foy.pdf,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,"POST_BATCH01_HARDENING: official Turkey sheet ties 2.0i Style to 1995 cc e-BOXER, Lineartronic CVT and active-torque-distribution AWD.",https://www.subaru.com.tr/documents/25S_FOR_EC_4syf_tr_181124-teknik-foy.pdf,observed 2026-08-14,46248,a1ab49c0c41b1c0d0786a13961b281e33c9c91f5c8efd2330eb2db45f76f85d6,data/cars/vehicle_evidence/source_snapshots/SRC-000042/2026-08-14/source.pdf
SRC-000043,Subaru Türkiye,Yetkili Satıcı Fiyat Listesi — Ağustos 2026,OFFICIAL_PRICE_LIST,https://subaru.com.tr/documents/Subaru_BayiFiyatListesi_Guncel.pdf,TR,46248,46248,A1_OFFICIAL_MARKET,ACTIVE,Effective 1 August 2026; explicitly lists 2026 model-year Forester 2.0i e-BOXER Style.,https://subaru.com.tr/documents/Subaru_BayiFiyatListesi_Guncel.pdf,effective 2026-08-01,46248,8c38d1be434f59b0ec2462b53e40a205125dff631dc66675c2c625cdae89f794,data/cars/vehicle_evidence/source_snapshots/SRC-000043/2026-08-14/source.pdf
SRC-000044,Škoda Türkiye,Škoda Türkiye 2026 model yılı fiyat listesi,OFFICIAL_PRICE_LIST,https://www.skoda.com.tr/fiyat-listesi,TR,,46248,A1_OFFICIAL_MARKET,ACTIVE,POST_BATCH01_HARDENING: official current price-list UI identifies Scala in the 2026 model-year set; exact Premium/1.0 TSI 115 PS DSG linkage is in SRC-000038.,https://www.skoda.com.tr/fiyat-listesi,observed 2026-08-14,46248,fb6d6361ca215f5cde279c678794199823db6972e68ac80acfc875a5f86f3de7,data/cars/vehicle_evidence/source_snapshots/SRC-000044/2026-08-14/source.html
